BBH_score_clustered,BBH_se,BBH_nsubtasks,MUSR_score_clustered,MUSR_se,MUSR_nsubtasks,model
0.5041306326216103,0.006327149421608692,24,0.3959479166666666,0.017079585772787405,3,3rd-Degree-Burn/L-3.1-Science-Writer-8B
0.33427703119251256,0.006072028531013202,24,0.3340625,0.01665480565933313,3,3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1
0.34609423326328864,0.006001100459880326,24,0.3089166666666667,0.016287210481047924,3,3rd-Degree-Burn/Llama-3.1-8B-Squareroot
0.4431025683868353,0.006296830702505997,24,0.30894791666666666,0.01594072062982541,3,3rd-Degree-Burn/Llama-Squared-8B
0.6342049783295018,0.005653782601419498,24,0.4314479166666667,0.017711321124137567,3,4season/final_model_test_v2
0.5119887898349904,0.006295631138414137,24,0.38200000000000006,0.01708774942489227,3,AALF/FuseChat-Llama-3.1-8B-Instruct-preview
0.5240303130445233,0.006305777140950674,24,0.40199999999999997,0.017110922936961245,3,AALF/FuseChat-Llama-3.1-8B-SFT-preview
0.39308230769885016,0.006028262532200448,24,0.3329166666666667,0.016738603758260286,3,AALF/gemma-2-27b-it-SimPO-37K-100steps
0.3911343917952534,0.006062297541760243,24,0.3487604166666667,0.016924018853425142,3,AALF/gemma-2-27b-it-SimPO-37K
0.5983336669577649,0.006205192178767138,24,0.40196875,0.017320205416978037,3,AELLM/gemma-2-aeria-infinity-9b
0.5839534871023703,0.006277624349120512,24,0.40063541666666663,0.017293184175963372,3,AELLM/gemma-2-lyco-infinity-9b
0.3400959483013825,0.005879382719843464,24,0.3768229166666666,0.01722170698029966,3,AGI-0/Art-v0-3B
0.4256215022592355,0.006266572029431845,24,0.3794583333333333,0.017205651172076106,3,AGI-0/Artificium-llama3.1-8B-001
0.46701787510868176,0.006281497840807091,24,0.43864583333333335,0.01767325118708365,3,AGI-0/smartllama3.1-8B-001
0.4314193495860012,0.006301476575910016,24,0.33034375,0.016499381408948154,3,AI-MO/NuminaMath-7B-CoT
0.41436913375897894,0.0062547150506983215,24,0.35092708333333333,0.016950190496717293,3,AI-MO/NuminaMath-7B-TIR
0.4173460154515302,0.00618000667194532,24,0.47709375000000004,0.017906413493000935,3,AI-Sweden-Models/Llama-3-8B-instruct
0.3267744702957652,0.005822800413636172,24,0.36323958333333334,0.01713119240316215,3,AI-Sweden-Models/gpt-sw3-40b
0.5364362696398749,0.006228507979385807,24,0.41384375,0.017558363020658333,3,AIDC-AI/Marco-o1
0.5606785565640195,0.006273758059118316,24,0.4515416666666667,0.018018239509618755,3,Aashraf995/Creative-7B-nerd
0.6044352897552882,0.00617829390765637,24,0.45947916666666666,0.017960408267351954,3,Aashraf995/Gemma-Evo-10B
0.5709361538590277,0.006261746585999327,24,0.4541458333333333,0.017995356262465387,3,Aashraf995/Qwen-Evo-7B
0.6550130348108012,0.005852514010130906,24,0.4792604166666667,0.018093747075912204,3,Aashraf995/QwenStock-14B
0.6023380603196266,0.00601502326365843,24,0.48217708333333337,0.018019669491861613,3,AbacusResearch/Jallabi-34B
0.48376906494893984,0.0062558002093048405,24,0.41582291666666665,0.01769502002710336,3,Ahdoot/StructuredThinker-v0.3-MoreStructure
0.4646639813466629,0.006210377174937159,24,0.42804166666666665,0.017790788171263172,3,Ahdoot/Test_StealthThinker
0.27849287879199425,0.005596740548394211,24,0.35523958333333333,0.01701325892921304,3,Alepach/notHumpback-M0
0.2775640398406834,0.005562723932944273,24,0.3473333333333333,0.016874583113089644,3,Alepach/notHumpback-M1-v2
0.28824720129981835,0.005634830613629634,24,0.342,0.016805475979243832,3,Alepach/notHumpback-M1
0.4495144990818469,0.006240268681154935,24,0.35585416666666664,0.01692499129721179,3,Alibaba-NLP/gte-Qwen2-7B-instruct
0.5151215184466051,0.006378986057656531,24,0.47488541666666667,0.018025263134223545,3,Alsebay/Qwen2.5-7B-test-novelist
0.475181760840119,0.006370415751078317,24,0.36184375,0.016905591159615624,3,ArliAI/ArliAI-RPMax-12B-v1.1
0.5015613456039082,0.006332168516812023,24,0.3576875,0.016932207936195685,3,ArliAI/Llama-3.1-8B-ArliAI-RPMax-v1.1
